ФИО,Год_поступления,Форма_обучения,Средний_балл_аттестата,Общий_балл,Специальность,Адрес_регистрации,Телефон,ЦТ_Русский язык,ЦТ_Химия,ЦТ_Физика,ЦТ_Математика,ЦТ_История,ЦТ_Биология
Святослав Аверьянович Смирнов,2020,Платка,7.6,223.5,Философия,с. Тосно,+70458499410,57.0,,,46.0,44.0,
Агата Андреевна Матвеева,2021,Платка,9.9,390.6,Кибербезопасность,с. Тулун,+7 (974) 890-0314,100.0,,100.0,,,92.0
Ларионова Лариса Никифоровна,2019,Целевое,6.9,306.2,Международные отношения,с. Карачаевск,8 332 311 5388,,,62.0,83.0,92.0,
Лукин Антонин Теймуразович,2021,Целевое,9.9,381.8,История,г. Быково (метеост.),+7 (335) 351-1656,100.0,,100.0,,,83.0
Быков Радим Германович,2022,Бюджет,8.5,323.2,Прикладная информатика,г. Ессентуки,8 366 655 9282,71.0,,91.0,76.0,,
Наумова Полина Юльевна,2023,Целевое,4.5,313.6,Философия,ст. Казань,8 (067) 814-66-26,97.0,84.0,,,,88.0
Виктория Борисовна Зиновьева,2020,Бюджет,7.3,288.5,Информатика,д. Новомосковск,8 484 491 74 60,,69.0,79.0,68.0,,
Анжела Тимофеевна Кулагина,2023,Целевое,7.4,373.1,Прикладная математика,клх Серебряные Пруды,+7 (423) 697-4658,100.0,100.0,,,99.0,
Александра Даниловна Кузнецова,2021,Бюджет,8.2,280.5,Радиофизика,г. Кировск (Мурм.),8 (248) 607-82-12,59.0,,70.0,,69.0,
Жукова Анастасия Кузьминична,2021,Целевое,7.8,340.0,Радиофизика,к. Нижний Тагил,8 703 413 85 95,,,100.0,85.0,,77.0
Пестов Петр Марсович,2019,Бюджет,7.3,328.6,Информатика,п. Яр-Сале,8 (131) 792-6225,,,,89.0,86.0,81.0
Фаина Харитоновна Моисеева,2019,Платка,6.9,244.1,История,ст. Внуково (метеост.),8 229 095 7623,,59.0,65.0,,,51.0
Фокина Алла Владиславовна,2022,Платка,8.1,297.8,Прикладная информатика,с. Прохладный,8 180 974 0468,,,77.0,,69.0,71.0
Ростислав Тарасович Бобров,2019,Целевое,6.9,303.2,Лечебное дело,к. Лянтор,+7 (908) 713-8818,71.0,87.0,,76.0,,
Андреев Захар Тимурович,2019,Бюджет,7.7,245.2,Информатика,клх Анапа,8 (513) 897-1618,,60.0,,,51.0,57.0
Александр Данилович Овчинников,2022,Платка,7.5,320.6,Информатика,г. Минусинск,80107544558,79.0,,,87.0,,80.0
Елена Аскольдовна Тарасова,2023,Целевое,7.9,257.6,Психология,к. Выборг,+7 (750) 185-75-10,,47.0,71.0,61.0,,
Марк Даниилович Зимин,2019,Целевое,7.4,311.9,Радиофизика,ст. Лабинск,+7 (942) 046-4477,76.0,62.0,100.0,,,
Панфил Матвеевич Красильников,2023,Целевое,6.8,231.4,Радиофизика,с. Неплюевка,+7 (203) 321-3433,50.0,60.0,,53.0,,
Ефремов Автоном Владиленович,2020,Бюджет,9.7,334.0,Прикладная информатика,ст. Белорецк,+7 (183) 966-0705,,,71.0,99.0,,67.0
Аверьян Харламович Блинов,2022,Целевое,5.2,336.9,Кибербезопасность,п. Долинск,+7 518 923 5359,,92.0,,100.0,93.0,
Коновалова Елизавета Егоровна,2019,Бюджет,7.4,284.4,Кибербезопасность,п. Новокузнецк,+7 914 800 63 84,74.0,,73.0,63.0,,
Кир Владленович Тарасов,2022,Платка,7.1,370.6,Кибербезопасность,д. Усинск,8 (379) 724-9273,100.0,100.0,,,100.0,
Евгения Петровна Борисова,2021,Бюджет,7.2,232.1,Прикладная математика,д. Орел,8 165 873 55 10,39.0,64.0,,57.0,,
Галина Матвеевна Федотова,2021,Платка,7.3,347.1,Психология,д. Радужный,88212991857,,88.0,,91.0,95.0,
Фотий Анисимович Князев,2023,Целевое,7.8,323.6,Информатика,ст. Жигулевск,+7 (243) 021-7852,,,,79.0,70.0,97.0
Александр Бенедиктович Быков,2021,Бюджет,6.9,229.5,Философия,ст. Кабанск,86597771806,,,51.0,,59.0,51.0
Агап Аверьянович Муравьев,2020,Платка,9.0,278.6,Лечебное дело,д. Уренгой,8 680 130 31 45,65.0,,,72.0,52.0,
Соловьев Терентий Фомич,2023,Бюджет,7.7,309.3,Прикладная математика,клх Кимры,8 (232) 052-50-49,67.0,,90.0,75.0,,
Казакова Регина Петровна,2022,Платка,8.0,290.9,Прикладная математика,ст. Бугульма,8 (963) 930-36-49,,,65.0,,74.0,72.0
Пелагея Матвеевна Григорьева,2023,Целевое,9.0,303.7,Философия,к. Муравленко,+7 (335) 855-7580,72.0,,78.0,,,64.0
Ситникова Оксана Альбертовна,2020,Платка,7.5,238.6,Прикладная информатика,д. Крымск,8 903 545 5299,67.0,41.0,,,56.0,
Олимпиада Руслановна Степанова,2023,Платка,7.3,262.8,Кибербезопасность,д. Кулу,+71358049563,67.0,,,66.0,57.0,
Новикова Варвара Георгиевна,2020,Целевое,4.2,144.0,Международные отношения,ст. Ачхой Мартан,+70915671904,53.0,,,17.0,,32.0
Мельникова Евдокия Руслановна,2021,Платка,8.0,294.6,Прикладная математика,с. Серпухов,8 (106) 926-4249,,61.0,,92.0,,62.0
Панкратий Всеволодович Филатов,2021,Бюджет,8.1,321.1,История,п. Якутск,+7 272 868 79 18,88.0,54.0,,,98.0,
Герасимова Наина Александровна,2020,Платка,7.8,378.4,Лечебное дело,к. Ставрополь,84010094298,,100.0,,,100.0,100.0
Яков Харлампович Ильин,2023,Бюджет,5.7,300.8,Прикладная математика,д. Йошкар-Ола,8 (703) 498-6576,,,81.0,83.0,,80.0
Белов Ульян Всеволодович,2020,Целевое,9.0,330.1,Прикладная математика,ст. Майкоп,8 (155) 851-3401,78.0,79.0,,83.0,,
Ульяна Натановна Белова,2022,Целевое,8.3,304.2,Лечебное дело,к. Кизел,8 (219) 765-98-00,71.0,75.0,,75.0,,
Пахом Авдеевич Логинов,2023,Бюджет,9.1,390.6,Кибербезопасность,с. Меренга,8 (272) 798-74-73,100.0,,,100.0,,100.0
Агафонова Евгения Вадимовна,2021,Бюджет,7.6,269.1,Философия,ст. Тольятти,+7 (968) 558-0236,,,61.0,70.0,,62.0
Калинина Евфросиния Тарасовна,2022,Целевое,8.7,352.8,Информатика,клх Краснотурьинск,+7 121 560 6893,95.0,,,90.0,81.0,
Никонов Ким Всеволодович,2020,Целевое,8.6,345.5,Радиофизика,п. Алдан,+7 549 486 38 16,,,,86.0,94.0,80.0
тов. Шаров Аполлон Данилович,2020,Бюджет,7.0,326.3,Радиофизика,к. Сортавала,+7 501 143 42 36,91.0,88.0,,,77.0,
Буров Милен Яковлевич,2021,Платка,7.9,352.9,Прикладная информатика,г. Нарым,83007097986,,95.0,95.0,,,84.0
Илья Вилорович Петров,2020,Бюджет,5.5,206.4,Прикладная информатика,д. Ирбит,+7 (016) 974-1984,,,60.0,36.0,55.0,
Григорьев Евстигней Елисеевич,2020,Платка,6.4,354.6,Прикладная информатика,п. Яхрома,+7 688 335 8113,100.0,94.0,,,,97.0
Федор Харлампьевич Денисов,2023,Платка,6.2,361.7,Международные отношения,клх Усмань,85461929009,,100.0,100.0,,,100.0
Ираида Натановна Зайцева,2021,Бюджет,9.0,251.7,История,ст. Ангарск,8 (491) 628-4193,,51.0,56.0,55.0,,
г-н Веселов Аким Валентинович,2019,Бюджет,7.8,269.2,Лечебное дело,к. Лазаревское,+79944339889,,84.0,60.0,47.0,,
Доронина Эмилия Семеновна,2021,Платка,8.6,235.9,Психология,ст. Яхрома,8 535 132 79 30,,65.0,,31.0,54.0,
Уварова Валентина Михайловна,2020,Бюджет,7.7,315.4,Прикладная информатика,п. Краснодар,+7 (883) 571-32-27,65.0,,87.0,,,86.0
Андреев Афанасий Виленович,2022,Бюджет,5.5,336.1,Прикладная математика,д. Чермоз,8 (386) 817-91-61,,,100.0,99.0,82.0,
Лидия Альбертовна Захарова,2020,Бюджет,10.0,268.0,Прикладная информатика,к. Тура,8 (301) 308-4906,,46.0,64.0,,,58.0
Кондратий Фролович Фомин,2023,Целевое,6.4,361.6,Прикладная информатика,г. Сергиев Посад,8 (712) 412-17-30,,100.0,,100.0,98.0,
Харитон Владленович Тимофеев,2020,Целевое,7.3,284.1,Философия,д. Вендинга,8 (791) 665-6375,,,60.0,76.0,,75.0
Лукия Константиновна Морозова,2019,Бюджет,8.2,210.7,История,г. Уфа,8 202 386 06 78,,,60.0,37.0,,32.0
Жанна Рубеновна Беляева,2022,Целевое,6.9,245.3,Радиофизика,г. Учалы,8 (905) 995-6076,40.0,,,76.0,,60.0
Шарова Элеонора Ниловна,2022,Бюджет,6.8,286.0,Психология,ст. Пинега,8 403 245 3255,,87.0,61.0,,70.0,
Борислав Бориславович Власов,2021,Платка,8.2,309.6,Психология,с. Бугуруслан,8 (441) 681-2789,93.0,,74.0,61.0,,
Ян Феоктистович Кулаков,2022,Платка,5.3,330.6,Прикладная информатика,с. Крымск,+7 (955) 564-3172,,,,100.0,89.0,89.0
Хохлова Наталья Антоновна,2021,Платка,7.5,288.4,Информатика,п. Кисловодск,8 (109) 419-53-61,63.0,,78.0,,,72.0
Селиверстов Аггей Ефимьевич,2020,Целевое,7.6,176.7,Философия,с. Верхний Баскунчак,+7 304 133 91 16,,,,39.0,38.0,24.0
Яков Фадеевич Сафонов,2022,Целевое,7.3,308.5,Радиофизика,ст. Оха,+7 892 668 2443,,84.0,,,73.0,79.0
Демид Дмитриевич Михайлов,2021,Бюджет,8.4,349.6,Прикладная математика,клх Иркутск,+7 (545) 692-5135,,77.0,93.0,96.0,,
Нонна Ивановна Лазарева,2021,Бюджет,8.9,244.4,История,с. Ардон,88807054950,,47.0,,,54.0,54.0
Романова Алина Натановна,2020,Бюджет,9.6,240.8,Психология,ст. Плес,+7 (658) 800-51-46,,,48.0,44.0,53.0,
Кабанова Анна Вениаминовна,2023,Целевое,7.0,249.3,Философия,п. Хасавюрт,+7 852 348 4321,,,67.0,59.0,,53.0
Павлова Ангелина Никифоровна,2020,Бюджет,5.7,285.8,Философия,ст. Борзя,+7 789 747 64 11,,71.0,73.0,,85.0,
Леон Гордеевич Попов,2023,Бюджет,8.3,351.3,История,п. Сибай,+7 314 008 7547,100.0,83.0,85.0,,,
Кудряшов Сергей Еремеевич,2020,Платка,6.6,270.2,Международные отношения,к. Сызрань,8 (612) 124-3586,,54.0,69.0,,81.0,
Елизар Герасимович Одинцов,2019,Бюджет,7.2,371.0,Прикладная математика,клх Южно-Курильск,+75476668620,,,100.0,100.0,99.0,
Тихонов Владислав Изотович,2023,Платка,7.3,340.8,Кибербезопасность,г. Сухиничи,8 484 992 5801,,76.0,92.0,100.0,,
Татьяна Александровна Пахомова,2021,Целевое,7.7,323.7,Прикладная математика,п. Ревда (Сверд.),8 (410) 403-74-66,,90.0,86.0,71.0,,
Пахомов Никита Германович,2020,Целевое,6.5,227.6,Информатика,д. Адыгейск,+7 757 503 15 53,52.0,,51.0,60.0,,
Феофан Игнатович Пономарев,2021,Бюджет,8.2,372.0,Философия,п. Новосибирск,8 (007) 605-5522,,100.0,,91.0,,99.0
