ФИО,Год_поступления,Форма_обучения,Средний_балл_аттестата,Общий_балл,Специальность,Адрес_регистрации,Телефон,ЦТ_Русский язык,ЦТ_Химия,ЦТ_Физика,ЦТ_Математика,ЦТ_История,ЦТ_Биология
Ситникова Кира Борисовна,2021,Бюджет,6.9,369.0,История,п. Кропоткин (Краснод.),+7 (298) 998-8656,100.0,,,100.0,100.0,
Пелагея Леоновна Сидорова,2022,Платка,6.7,309.7,Прикладная информатика,г. Пермь,+73085281333,,,,89.0,72.0,82.0
Ксения Тимофеевна Гуляева,2021,Бюджет,8.3,268.2,Международные отношения,ст. Кулу,+7 (650) 496-16-92,69.0,,53.0,,63.0,
Воробьев Ананий Харлампьевич,2021,Платка,8.1,370.7,Философия,д. Невьянск,+7 696 361 6630,,,100.0,,100.0,90.0
Большаков Модест Иосифович,2019,Платка,8.5,308.4,Прикладная информатика,к. Санкт-Петербург,8 585 811 9254,,75.0,,90.0,,58.0
Рогова Вера Георгиевна,2019,Целевое,7.2,330.5,Философия,клх Бологое,+7 (259) 252-2518,,83.0,75.0,,100.0,
Красильников Никанор Феликсович,2022,Бюджет,7.9,340.6,Международные отношения,д. Тверь,83255602093,,78.0,,,100.0,84.0
г-жа Голубева Ираида Вадимовна,2019,Платка,8.3,323.3,Прикладная информатика,клх Кинешма,+7 (945) 163-6136,78.0,67.0,,,,95.0
Тарасова Мария Богдановна,2021,Бюджет,6.8,309.4,Философия,п. Лесной (Сверд.),+7 474 074 4359,90.0,,,84.0,67.0,
Лобанова Мария Захаровна,2019,Целевое,5.2,304.0,Информатика,ст. Осташков,+71381085516,82.0,,87.0,,83.0,
Аверкий Геннадиевич Абрамов,2020,Платка,6.0,287.9,Лечебное дело,клх Соликамск,89139110106,86.0,,,,64.0,78.0
Александр Вилорович Прохоров,2022,Целевое,7.9,360.1,Радиофизика,ст. Асино,+77445370613,85.0,,100.0,,,96.0
Рыбакова Анастасия Тимофеевна,2019,Целевое,6.2,309.0,История,с. Арзамас,+7 (678) 819-34-39,,,75.0,,100.0,72.0
Кира Кузьминична Сафонова,2022,Платка,5.9,288.1,Психология,ст. Чехов,8 560 804 76 15,,,76.0,93.0,60.0,
Нонна Владимировна Крылова,2019,Целевое,7.3,321.5,Философия,ст. Октябрьское (Челяб.),+7 727 721 10 32,,,74.0,82.0,92.0,
Давыд Брониславович Агафонов,2021,Бюджет,6.5,275.8,Международные отношения,д. Краснотурьинск,+7 (307) 807-61-46,,76.0,,56.0,,79.0
тов. Михайлов Амос Захарьевич,2023,Целевое,8.6,362.1,История,г. Енисейск,8 (027) 365-99-10,,100.0,,,99.0,77.0
Кулаков Потап Юлианович,2022,Целевое,6.1,337.4,Международные отношения,с. Славгород,8 (347) 155-5099,,89.0,,87.0,100.0,
Родион Жанович Игнатьев,2023,Бюджет,7.0,322.0,Кибербезопасность,к. Вендинга,8 (890) 401-76-25,75.0,90.0,,87.0,,
Харитонова Эмилия Андреевна,2021,Бюджет,7.6,309.7,Кибербезопасность,с. Кропоткин (Краснод.),+7 587 838 3832,,78.0,87.0,69.0,,
Анисимова Юлия Рудольфовна,2021,Целевое,10.0,286.0,Радиофизика,ст. Томари,8 (920) 309-3081,,,65.0,,61.0,60.0
Фокин Трофим Августович,2023,Бюджет,10.0,342.0,Кибербезопасность,клх Хужир,+75737577474,94.0,,,,70.0,78.0
Варвара Владиславовна Белякова,2022,Целевое,6.5,245.6,Международные отношения,клх Троицко-Печорск,8 164 659 70 04,66.0,,70.0,,45.0,
Исакова Валерия Константиновна,2021,Бюджет,8.6,308.1,История,к. Валаам,+7 725 000 9799,,82.0,55.0,,,85.0
Дмитриева Клавдия Александровна,2019,Платка,6.4,233.3,Лечебное дело,г. Урай,83217585489,,,57.0,55.0,,57.0
Якушева Глафира Святославовна,2022,Целевое,7.2,307.2,Международные отношения,г. Красногорск (Моск.),8 (297) 542-8950,88.0,,,,71.0,76.0
Тит Ефремович Доронин,2022,Целевое,10.0,319.0,Прикладная информатика,с. Саров (Морд.),+7 616 682 38 39,73.0,,84.0,,,62.0
Доронин Агафон Фадеевич,2023,Бюджет,9.6,306.1,Психология,к. Россошь,8 (669) 467-4458,,71.0,75.0,64.0,,
Лапин Всеслав Аксёнович,2020,Целевое,8.8,335.2,История,ст. Ревда (Сверд.),8 (403) 886-3508,,81.0,77.0,,,89.0
Зинаида Сергеевна Гришина,2022,Целевое,7.4,267.2,Психология,д. Оха,8 087 670 55 88,66.0,,,64.0,63.0,
Петров Аскольд Вилорович,2023,Платка,8.5,373.2,Информатика,к. Дзержинск,+7 076 819 8582,,,,100.0,91.0,97.0
Корнил Феликсович Осипов,2020,Платка,6.9,211.1,Прикладная математика,п. Жигулевск,8 946 715 03 41,,50.0,48.0,44.0,,
Ирина Викторовна Овчинникова,2022,Платка,6.8,209.5,Прикладная информатика,п. Сергиев Посад,+7 (233) 148-0478,,54.0,,53.0,,35.0
Натан Гавриилович Максимов,2020,Бюджет,9.0,303.3,История,клх Волоколамск,8 131 970 2762,73.0,78.0,,,62.0,
Баранова Зоя Романовна,2022,Бюджет,8.2,324.2,Лечебное дело,с. Шилка,+7 (458) 452-6343,85.0,,83.0,,74.0,
Молчанов Бажен Бориславович,2019,Целевое,9.2,353.5,История,с. Кашира,+7 194 833 74 44,94.0,72.0,,,95.0,
Феврония Наумовна Сорокина,2023,Бюджет,8.0,374.9,История,г. Балашиха,8 755 154 31 18,99.0,96.0,,,100.0,
Ратибор Васильевич Дементьев,2021,Целевое,6.9,293.2,Радиофизика,ст. Орел,+7 (580) 918-0152,75.0,,71.0,78.0,,
Матвеева Юлия Никифоровна,2019,Платка,9.5,327.4,Лечебное дело,г. Галич,8 206 581 54 73,79.0,,76.0,,77.0,
Мамонтов Мефодий Вилорович,2020,Целевое,8.0,342.8,Международные отношения,ст. Орск,85029191041,,89.0,97.0,,,77.0
Нинель Харитоновна Горбачева,2020,Целевое,6.2,339.9,Радиофизика,д. Губкин,+7 567 163 08 55,96.0,90.0,,,,92.0
Симонова Фаина Ждановна,2022,Бюджет,8.6,271.8,Информатика,клх Кырен,8 (189) 971-1069,60.0,,,62.0,,64.0
Филатов Роман Измаилович,2021,Целевое,6.7,287.1,Философия,д. Адлер,8 299 408 10 10,,75.0,,,80.0,65.0
г-жа Капустина Евдокия Ждановна,2023,Бюджет,8.2,359.6,Философия,к. Курчатов,+7 (452) 890-5137,87.0,,,99.0,,92.0
Шилов Игнатий Иосифович,2019,Целевое,8.1,235.6,Лечебное дело,п. Невьянск,+7 (866) 834-34-60,42.0,,58.0,,,55.0
Кузнецова Галина Николаевна,2022,Платка,8.3,249.5,Информатика,с. Курск,8 267 323 5451,43.0,63.0,,,61.0,
Меркушев Станимир Аксёнович,2023,Бюджет,6.3,267.9,Прикладная математика,г. Глазов,+7 534 368 03 46,,62.0,,,73.0,70.0
Фомина Людмила Кирилловна,2019,Бюджет,7.2,192.8,Прикладная информатика,г. Лазаревское,8 (265) 510-7206,44.0,,,53.0,,24.0
тов. Субботина Василиса Аскольдовна,2020,Платка,7.9,337.0,Лечебное дело,клх Новочеркасск,8 587 033 17 86,89.0,,,78.0,,91.0
Еремей Трофимович Евсеев,2020,Целевое,8.2,316.3,Прикладная информатика,п. Ямбург,+7 (563) 358-65-19,84.0,81.0,69.0,,,
Авдеев Ферапонт Венедиктович,2021,Платка,7.9,270.0,Прикладная математика,с. Октябрьское (Хант.),+70836493266,,58.0,65.0,68.0,,
Виноградов Панкратий Аверьянович,2022,Целевое,9.1,382.9,Прикладная информатика,п. Подольск,8 (212) 461-93-94,,100.0,92.0,,,100.0
Оксана Игоревна Корнилова,2019,Бюджет,7.8,365.0,Кибербезопасность,к. Глазов,+7 (980) 455-1563,,,94.0,98.0,,95.0
Лидия Кирилловна Зимина,2023,Бюджет,9.4,381.8,Прикладная математика,к. Троицк (Челяб.),+7 793 365 7160,,,,100.0,95.0,93.0
Ефимова Евпраксия Захаровна,2021,Бюджет,7.9,277.4,Прикладная информатика,ст. Шереметьево,8 416 157 5931,47.0,,74.0,,,77.0
Ермаков Мстислав Вячеславович,2020,Платка,7.6,223.5,Философия,п. Нягань,8 364 294 1085,57.0,,,46.0,44.0,
Влас Антипович Козлов,2021,Платка,9.9,390.6,Кибербезопасность,к. Дзержинск,8 (408) 420-8691,100.0,,100.0,,,92.0
Тихонова Клавдия Аркадьевна,2019,Целевое,6.9,306.2,Международные отношения,ст. Тавда,8 249 470 0516,,,62.0,83.0,92.0,
Радим Фадеевич Архипов,2021,Целевое,9.9,381.8,История,к. Тимашевск,+7 979 545 4922,100.0,,100.0,,,83.0
Юлия Леоновна Суворова,2022,Бюджет,8.5,323.2,Прикладная информатика,ст. Кемерово,8 (559) 741-7472,71.0,,91.0,76.0,,
София Архиповна Михайлова,2023,Целевое,4.5,313.6,Философия,клх Рославль,84523830938,97.0,84.0,,,,88.0
Антонина Рубеновна Нестерова,2020,Бюджет,7.3,288.5,Информатика,г. Нефтегорск (Самар.),8 (869) 398-6033,,69.0,79.0,68.0,,
Афанасьев Серафим Игнатьевич,2023,Целевое,7.4,373.1,Прикладная математика,п. Калуга,+7 761 712 34 40,100.0,100.0,,,99.0,
Жуков Карл Вилорович,2021,Бюджет,8.2,280.5,Радиофизика,д. Кинешма,+79305408697,59.0,,70.0,,69.0,
Гаврилова Нинель Эдуардовна,2021,Целевое,7.8,340.0,Радиофизика,г. Цимлянск,+74361175331,,,100.0,85.0,,77.0
Громов Антонин Арсенович,2019,Бюджет,7.3,328.6,Информатика,п. Минусинск,8 (143) 351-7412,,,,89.0,86.0,81.0
Сафонова Мария Леоновна,2019,Платка,6.9,244.1,История,д. Учалы,8 (553) 447-3597,,59.0,65.0,,,51.0
Капустин Ефрем Арсеньевич,2022,Платка,8.1,297.8,Прикладная информатика,п. Серпухов,8 (242) 289-69-24,,,77.0,,69.0,71.0
Самуил Жоресович Кошелев,2019,Целевое,6.9,303.2,Лечебное дело,клх Мезень,+7 (670) 209-9569,71.0,87.0,,76.0,,
Ольга Геннадиевна Петухова,2019,Бюджет,7.7,245.2,Информатика,к. Сусуман,+7 804 558 8931,,60.0,,,51.0,57.0
Шубина Марина Эльдаровна,2022,Платка,7.5,320.6,Информатика,г. Горячий Ключ,+7 955 503 7836,79.0,,,87.0,,80.0
Самсонов Фрол Анатольевич,2023,Целевое,7.9,257.6,Психология,к. Новочеркасск,+7 858 408 94 16,,47.0,71.0,61.0,,
Валерьян Григорьевич Блинов,2019,Целевое,7.4,311.9,Радиофизика,д. Камень-на-Оби,8 911 662 21 72,76.0,62.0,100.0,,,
Вацлав Харлампьевич Чернов,2023,Целевое,6.8,231.4,Радиофизика,клх Тихвин,+7 351 334 3233,50.0,60.0,,53.0,,
Мишина Эмилия Аркадьевна,2020,Бюджет,9.7,334.0,Прикладная информатика,г. Черемхово,+7 (212) 877-62-50,,,71.0,99.0,,67.0
